ExampleID	Class	Start	End	Entity
T3628	Protein	413619	413624	STAT5
T3629	Protein	414251	414255	IL-2
T3630	Protein	414421	414426	STAT5
T3631	Protein	414465	414469	IL-2
T3632	Protein	414548	414553	c-Rel
T3633	Protein	414587	414597	Fc gammaR1
T3634	Protein	414664	414669	c-Rel
T3635	Protein	414677	414687	Fc gammaR1
T3636	Protein	415045	415058	Interleukin-7
T3637	Protein	415088	415093	Jak 1
T3638	Protein	415095	415100	Jak 3
T3639	Protein	415105	415111	STAT 5
T3640	Protein	415160	415165	Janus
T3641	Protein	415201	415205	STAT
T3642	Protein	415350	415354	IL-7
T3643	Protein	415433	415438	Jak 1
T3644	Protein	415443	415448	Jak 3
T3645	Protein	415579	415583	IL-7
T3646	Protein	415619	415623	IL-2
T3647	Protein	415659	415665	STAT 5
T3648	Protein	415708	415713	Jak 1
T3649	Protein	415725	415731	STAT 5
T3650	Protein	415798	415802	IL-7
T3651	Protein	415878	415882	IL-7
T3652	Protein	415920	415925	IL-17
T3653	Protein	416155	416159	IL-1
T3654	Protein	416164	416173	TNF-alpha
T3655	Protein	416260	416264	IL-4
T3656	Protein	416269	416285	interferon-gamma
T3657	Protein	416518	416523	IL-17
T3658	Protein	416672	416677	IL-17
T3659	Protein	416761	416766	IL-17
T3660	Protein	416911	416916	IL-17
T3661	Protein	416965	416970	IL-17
T3662	Protein	417006	417009	CD3
T3663	Protein	417015	417019	CD28
T3664	Protein	417081	417084	PHA
T3665	Protein	417114	417117	CD3
T3666	Protein	417123	417125	CD
T3667	Protein	417181	417186	IL-17
T3668	Protein	417323	417328	IL-17
T3669	Protein	417414	417419	IL-17
T3670	Protein	417452	417455	CD4
T3671	Protein	417560	417563	CD8
T3672	Protein	417580	417585	IL-23
T3673	Protein	417663	417668	IL-17
T3674	Protein	417979	417984	IL-17
T3675	Protein	418057	418061	IL-6
T3676	Protein	418063	418067	IL-8
T3677	Protein	418072	418077	tumor
T3678	Protein	418226	418231	IL-17
T3679	Protein	418275	418280	IL-15
T3680	Protein	418285	418290	IL-23
T3681	Protein	418320	418325	IL-17
T3682	Protein	418399	418404	IL-17
T3683	Protein	418530	418533	CD3
T3684	Protein	418539	418543	CD28
T3685	Protein	418575	418580	IL-15
T3686	Protein	418585	418590	MCP-1
T3687	Protein	418657	418662	IL-17
T3688	Protein	418682	418687	IL-15
T3689	Protein	418691	418696	MCP-1
T3690	Protein	418723	418728	IL-17
T3691	Protein	418777	418786	TNF-alpha
T3692	Protein	418888	418893	IL-17
T3693	Protein	418957	418962	IL-15
T3694	Protein	418982	418987	IL-17
T3695	Protein	419012	419021	TNF-alpha
T3696	Protein	419075	419080	MCP-1
T3697	Protein	419309	419313	CD28
T3698	Protein	419329	419334	IL-17
T3699	Protein	419435	419440	IL-17
T3700	Protein	419514	419519	IL-17
T3701	Protein	419706	419711	IL-17
T3702	Protein	419762	419767	IL-17
T3703	Protein	419967	419970	CD3
T3704	Protein	419979	419984	IL-17
T3705	Protein	420045	420046	p
T3706	Protein	420150	420153	p38
T3707	Protein	420168	420183	IkappaB kinase-
T3708	Protein	420204	420207	p38
T3709	Protein	420232	420235	p38
T3710	Protein	420285	420302	histone acetylase
T3711	Protein	420303	420307	p300
T3712	Protein	420308	420313	CREB-
T3713	Protein	420361	420364	p38
T3714	Protein	420588	420591	p38
T3715	Protein	420610	420615	IL-17
T3716	Protein	420753	420756	Akt
T3717	Protein	420835	420838	Akt
T3718	Protein	420867	420870	CD3
T3719	Protein	420945	420950	IL-17
T3720	Protein	421020	421023	CD3
T3721	Protein	421029	421033	CD28
T3722	Protein	421035	421040	IL-15
T3723	Protein	421164	421169	IL-17
T3724	Protein	421390	421393	Akt
T3725	Protein	421525	421530	IL-17
T3726	Protein	421584	421587	Akt
T3727	Protein	421679	421684	IL-17
T3728	Protein	421791	421796	IL-17
T3729	Protein	421904	421909	IL-17
T3730	Protein	421985	421990	IL-17
T3731	Protein	422118	422121	p50
T3732	Protein	422123	422126	p52
T3733	Protein	422132	422136	RelB
T3734	Protein	422234	422237	p50
T3735	Protein	422239	422242	p52
T3736	Protein	422244	422247	p65
T3737	Protein	422249	422254	c-Rel
T3738	Protein	422260	422264	RelB
T3739	Protein	422430	422434	RelB
T3740	Protein	422500	422503	p50
T3741	Protein	423067	423070	p65
T3742	Protein	423075	423080	c-Rel
T3743	Protein	423166	423169	p50
T3744	Protein	423171	423174	p52
T3745	Protein	423180	423184	RelB
T3746	Protein	423261	423265	CD68
T3747	Protein	423291	423294	p50
T3748	Protein	423296	423299	p52
T3749	Protein	423305	423309	RelB
T3750	Protein	423402	423405	p52
T3751	Protein	423410	423414	RelB
T3752	Protein	423451	423455	CD1a
T3753	Protein	423461	423465	CD68
T3754	Protein	423503	423506	p50
T3755	Protein	423525	423529	CD68
T3756	Protein	423535	423538	CD1
T3757	Protein	423567	423570	p50
T3758	Protein	423599	423603	CD20
T3759	Protein	423608	423611	CD2
T3760	Protein	423689	423692	p50
T3761	Protein	423694	423697	p52
T3762	Protein	423702	423706	RelB
T3763	Protein	423911	423914	p52
T3764	Protein	423919	423923	RelB
T3765	Protein	424029	424032	p52
T3766	Protein	424037	424041	RelB
T3767	Protein	424072	424075	p52
T3768	Protein	424080	424084	RelB
T3769	Protein	424115	424119	CD1a
T3770	Protein	424122	424126	CD68
T3771	Protein	424156	424159	p50
T3772	Protein	424177	424180	CD1
T3773	Protein	424187	424191	CD68
T3774	Protein	424224	424227	p50
T3775	Protein	424229	424232	p52
T3776	Protein	424237	424241	RelB
T3777	Protein	424908	424917	IFN-gamma
T3778	Protein	424919	424923	IL-2
T3779	Protein	424925	424929	IL-4
T3780	Protein	424935	424940	IL-10
T3781	Protein	425051	425060	IFN-gamma
T3782	Protein	425096	425105	serum AST
T3783	Protein	425106	425109	ALT
T3784	Protein	425295	425298	ALT
T3785	Protein	425352	425361	IFN-gamma
T3786	Protein	425876	425880	PU.1
T3787	Protein	425885	425890	Spi-B
T3788	Protein	425965	425970	Spi-C
T3789	Protein	426067	426072	Spi-B
T3790	Protein	426077	426081	PU.1
T3791	Protein	426116	426121	Spi-C
T3792	Protein	426200	426204	Spi-
T3793	Protein	426239	426243	PU.1
T3794	Protein	426421	426426	Spi-C
T3795	Protein	426556	426560	Spi-
T3796	Protein	426588	426593	Spi-C
T3797	Protein	426757	426763	TSST-1
T3798	Protein	426765	426767	GP
T3799	Protein	426769	426771	GP
T3800	Protein	426782	426784	GP
T3801	Protein	426787	426793	TSST-1
T3802	Protein	426857	426865	TNFalpha
T3803	Protein	426867	426871	IL-8
T3804	Protein	426873	426877	IL-6
T3805	Protein	426882	426890	IFNgamma
T3806	Protein	426982	426990	TNFalpha
T3807	Protein	426992	426996	IL-8
T3808	Protein	426998	427002	IL-6
T3809	Protein	427004	427012	IFNgamma
T3810	Protein	427082	427088	beta-1
T3811	Protein	427594	427600	TSST-1
T3812	Protein	427609	427617	IL-1beta
T3813	Protein	427632	427640	IL-1beta
T3814	Protein	427745	427753	IL-1beta
T3815	Protein	427769	427773	GP +
T3816	Protein	427819	427821	GP
T3817	Protein	427824	427830	TSST-1
T3818	Protein	427867	427875	IL-1beta
T3819	Protein	427939	427945	TSST-1
T3820	Protein	427974	427976	GP
T3821	Protein	427977	427988	TSST-1 calc
T3822	Protein	428059	428065	TSST-1
T3823	Protein	428084	428092	IL-1beta
T3824	Protein	428124	428128	IL-6
T3825	Protein	428164	428168	IL-6
T3826	Protein	428228	428232	IL-6
T3827	Protein	428247	428249	GP
T3828	Protein	428292	428296	IL-6
T3829	Protein	428312	428314	GP
T3830	Protein	428317	428323	TSST-1
T3831	Protein	428341	428347	TSST-1
T3832	Protein	428351	428353	GP
T3833	Protein	428354	428365	TSST-1 calc
T3834	Protein	428460	428464	IL-8
T3835	Protein	428505	428509	IL-8
T3836	Protein	428666	428670	IL-8
T3837	Protein	428758	428762	IL-8
T3838	Protein	428784	428786	GP
T3839	Protein	428789	428795	TSST-1
T3840	Protein	428813	428819	TSST-1
T3841	Protein	428823	428825	GP
T3842	Protein	428826	428837	TSST-1 calc
T3843	Protein	428874	428880	IL-1RA
T3844	Protein	428890	428894	IL-8
T3845	Protein	428896	428902	IL-1RA
T3846	Protein	429132	429138	IL-1RA
T3847	Protein	429170	429172	GP
T3848	Protein	429175	429181	TSST-1
T3849	Protein	429217	429223	IL-1RA
T3850	Protein	429271	429277	TSST-1
T3851	Protein	429349	429351	GP
T3852	Protein	429352	429363	TSST-1 calc
T3853	Protein	429432	429438	TSST-1
T3854	Protein	429457	429463	IL-1RA
T3855	Protein	429528	429530	GP
T3856	Protein	429539	429543	IL-8
T3857	Protein	429548	429566	IL-1RA productions
T3858	Protein	429595	429597	GP
T3859	Protein	429649	429653	IL-8
T3860	Protein	429658	429664	IL-1RA
T3861	Protein	429741	429743	GP
T3862	Protein	429770	429774	IL-8
T3863	Protein	429779	429785	IL-1RA
T3864	Protein	429860	429868	TNFalpha
T3865	Protein	429886	429894	TNFalpha
T3866	Protein	430012	430014	GP
T3867	Protein	430040	430048	TNFalpha
T3868	Protein	430132	430138	TSST-1
T3869	Protein	430142	430144	GP
T3870	Protein	430145	430156	TSST-1 calc
T3871	Protein	430202	430210	TNFalpha
T3872	Protein	430348	430356	IFNgamma
T3873	Protein	430361	430369	IFNgamma
T3874	Protein	430471	430479	IFNgamma
T3875	Protein	430501	430503	GP
T3876	Protein	430596	430598	GP
T3877	Protein	430601	430607	TSST-1
T3878	Protein	430643	430649	TSST-1
T3879	Protein	430653	430655	GP
T3880	Protein	430656	430667	TSST-1 calc
T3881	Protein	430695	430699	IL-2
T3882	Protein	430701	430706	IL-12
T3883	Protein	430708	430712	IL-4
T3884	Protein	430714	430719	IL-10
T3885	Protein	430721	430729	TGFbeta1
T3886	Protein	430749	430753	IL-2
T3887	Protein	430755	430760	IL-12
T3888	Protein	430762	430766	IL-4
T3889	Protein	430768	430773	IL-10
T3890	Protein	430778	430785	TGFbeta
T3891	Protein	430883	430889	TSST-1
T3892	Protein	430891	430893	GP
T3893	Protein	430895	430899	GP +
T3894	Protein	430905	430907	GP
T3895	Protein	430922	430924	GP
T3896	Protein	430927	430933	TSST-1
T3897	Protein	430937	430939	GP
T3898	Protein	430940	430951	TSST-1 calc
T3899	Protein	431409	431412	CD4
T3900	Protein	431928	431932	CD28
T3901	Protein	432080	432084	IL-4
T3902	Protein	432251	432255	IL-2
T3903	Protein	432346	432355	IFN-gamma
T3904	Protein	432364	432368	IL-2
T3905	Protein	432406	432409	CD3
T3906	Protein	432419	432423	CD28
T3907	Protein	432447	432450	CD4
T3908	Protein	432757	432760	Tax
T3909	Protein	432824	432828	p100
T3910	Protein	433034	433037	CD4
T3911	Protein	433097	433100	Tax
T3912	Protein	433219	433222	Tax
T3913	Protein	433462	433465	Tax
T3914	Protein	433652	433657	HEB-1
T3915	Protein	433662	433668	p67SRF
T3916	Protein	433872	433875	Tax
T3917	Protein	433906	433910	p100
T3918	Protein	434074	434077	Tax
T3919	Protein	434083	434087	p100
T3920	Protein	434115	434118	Tax
T3921	Protein	434226	434230	p100
T3922	Protein	434302	434305	Tax
T3923	Protein	434340	434343	Tax
T3924	Protein	434433	434437	p100
T3925	Protein	434549	434554	c-Rel
T3926	Protein	434595	434608	tissue factor
T3927	Protein	434618	434644	tumor necrosis factor alfa
T3928	Protein	434646	434655	TNF-alpha
T3929	Protein	434831	434833	TF
T3930	Protein	434843	434846	pro
T3931	Protein	434868	434895	tumor necrosis factor-alpha
T3932	Protein	434897	434906	TNF-alpha
T3933	Protein	435013	435015	TF
T3934	Protein	435020	435029	TNF-alpha
T3935	Protein	435315	435320	c-Rel
T3936	Protein	436529	436533	IL-2
T3937	Protein	436546	436550	IL-2
T3938	Protein	436787	436814	Tumor necrosis factor alpha
T3939	Protein	436830	436841	interleukin
T3940	Protein	436937	436960	glucocorticoid receptor
T3941	Protein	437176	437203	tumor necrosis factor alpha
T3942	Protein	437205	437213	TNFalpha
T3943	Protein	437247	437266	interleukin (IL)-10
T3944	Protein	437446	437454	TNFalpha
T3945	Protein	437459	437464	IL-10
T3946	Protein	437645	437653	TNFalpha
T3947	Protein	437657	437662	IL-10
T3948	Protein	437697	437701	IL-6
T3949	Protein	437953	437961	TNFalpha
T3950	Protein	437967	437972	IL-10
T3951	Protein	438026	438049	glucocorticoid receptor
T3952	Protein	438129	438137	TNFalpha
T3953	Protein	438142	438147	IL-10
T3954	Protein	438181	438189	TNFalpha
T3955	Protein	438233	438238	IL-10
T3956	Protein	438403	438408	IL-10
T3957	Protein	438450	438458	TNFalpha
T3958	Protein	438480	438485	IL-10
T3959	Protein	438537	438541	IL-6
T3960	Protein	438616	438629	IL-1 receptor
T3961	Protein	438686	438694	TNFalpha
T3962	Protein	438724	438729	IL-10
T3963	Protein	438929	438937	TNFalpha
T3964	Protein	438942	438947	IL-10
T3965	Protein	439082	439090	TNFalpha
T3966	Protein	439094	439099	IL-10
T3967	Protein	439114	439122	TNFalpha
T3968	Protein	439153	439158	IL-10
T3969	Protein	439234	439257	glucocorticoid receptor
T3970	Protein	439953	439957	IL-2
T3971	Protein	440863	440866	SCL
T3972	Protein	441080	441083	SCL
T3973	Protein	441175	441178	SIL
T3974	Protein	441180	441183	SCL
T3975	Protein	441239	441242	SCL
T3976	Protein	441303	441308	SCL 5
T3977	Protein	441650	441656	TSST-1
T3978	Protein	441707	441713	IL-1RA
T3979	Protein	441766	441768	GP
T3980	Protein	441771	441777	TSST-1
T3981	Protein	441839	441845	TSST-1
T3982	Protein	441914	441920	TSST-1
T3983	Protein	441922	441924	GP
T3984	Protein	441926	441928	GP
T3985	Protein	441931	441937	TSST-1
T3986	Protein	441942	441944	GP
T3987	Protein	442060	442066	IL-1RA
T3988	Protein	442119	442121	GP
T3989	Protein	442136	442138	GP
T3990	Protein	442139	442150	TSST-1 calc
T3991	Protein	442346	442348	GP
T3992	Protein	442371	442377	TSST-1
T3993	Protein	442387	442389	GP
T3994	Protein	442405	442407	GP
T3995	Protein	442410	442416	TSST-1
T3996	Protein	442457	442462	Duffy
T3997	Protein	443055	443060	GATA1
T3998	Protein	443352	443357	IL-17
T3999	Protein	445184	445193	serum CRP
T4000	Protein	445684	445690	IL-1RA
T4001	Protein	445968	445977	Bad Soden
T4002	Protein	446123	446125	GP
T4003	Protein	446176	446182	NFIL-6
T4004	Protein	446263	446274	TAT TTA CTA
T4005	Protein	446305	446311	IL-1RA
T4006	Protein	446430	446443	Reactin Ready
T4007	Protein	446487	446493	IL-1RA
T4008	Protein	446498	446503	GAPDH
T4009	Protein	446645	446651	IL-1RA
T4010	Protein	446742	446747	GAPDH
T4011	Protein	446784	446790	IL-1RA
T4012	Protein	446997	447005	TNFalpha
T4013	Protein	447007	447011	IL-8
T4014	Protein	447013	447021	IFNgamma
T4015	Protein	447026	447030	IL-6
T4016	Protein	447500	447508	IFNgamma
T4017	Protein	447566	447574	TNFalpha
T4018	Protein	448431	448441	lymphocyte
T4019	Protein	448816	448819	SRI
T4020	Protein	448991	448994	SRI
T4021	Protein	449130	449135	STAT3
T4022	Protein	449139	449155	interferon-gamma
T4023	Protein	449191	449207	interferon-gamma
T4024	Protein	449209	449218	IFN-gamma
T4025	Protein	449293	449297	JAK1
T4026	Protein	449302	449306	JAK2
T4027	Protein	449347	449357	STAT1alpha
T4028	Protein	449383	449393	STAT1alpha
T4029	Protein	449501	449505	Y440
T4030	Protein	449566	449576	STAT1alpha
T4031	Protein	449614	449624	STAT1alpha
T4032	Protein	449626	449631	STAT3
T4033	Protein	449653	449662	IFN-gamma
T4034	Protein	449703	449708	STAT3
T4035	Protein	449786	449791	STAT3
T4036	Protein	449867	449872	STAT3
T4037	Protein	449876	449885	IFN-gamma
T4038	Protein	449963	449967	CD34
T4039	Protein	450231	450235	Sox6
T4040	Protein	450468	450472	Sox6
T4041	Protein	450879	450889	luciferase
T4042	Protein	450982	450986	Sox6
T4043	Protein	451150	451154	Sox6
T4044	Protein	451210	451211	p
T4045	Protein	451300	451304	Sox6
T4046	Protein	451375	451379	Sox6
T4047	Protein	451471	451476	CtBP2
T4048	Protein	451625	451629	Sox6
T4049	Protein	451713	451717	Sox6
T4050	Protein	451788	451792	Sox6
T4051	Protein	451909	451913	Sox6
T4052	Protein	452022	452026	Sox6
T4053	Protein	452246	452250	Sox6
T4054	Protein	452373	452378	IL-10
T4055	Protein	452393	452402	IFN-gamma
T4056	Protein	452420	452423	CD4
T4057	Protein	452438	452442	CD28
T4058	Protein	452539	452544	IL-10
T4059	Protein	452595	452599	CD28
T4060	Protein	452713	452716	CD4
T4061	Protein	452729	452734	IL-10
T4062	Protein	452748	452751	CD4
T4063	Protein	452886	452890	CD28
T4064	Protein	452942	452947	IL-10
T4065	Protein	452966	452975	IFN-gamma
T4066	Protein	453030	453039	IFN-gamma
T4067	Protein	453071	453074	CD4
T4068	Protein	453141	453146	IL-10
T4069	Protein	453160	453163	CD4
T4070	Protein	453217	453226	IFN-gamma
T4071	Protein	453254	453259	IL-10
T4072	Protein	453308	453313	IL-10
T4073	Protein	453377	453386	IFN-gamma
T4074	Protein	453401	453404	CD4
T4075	Protein	453420	453423	CD3
T4076	Protein	453428	453432	CD28
T4077	Protein	453474	453479	IL-10
T4078	Protein	453546	453549	CRP
T4079	Protein	453711	453720	IFN-gamma
T4080	Protein	453740	453745	IL-10
T4081	Protein	453811	453816	IL-10
T4082	Protein	453820	453829	IFN-gamma
T4083	Protein	454081	454084	CD4
T4084	Protein	454144	454153	IFN-gamma
T4085	Protein	454181	454186	IL-10
T4086	Protein	454203	454206	CD4
T4087	Protein	454254	454258	IL-2
T4088	Protein	454292	454295	CD3
T4089	Protein	454300	454304	CD28
T4090	Protein	454338	454343	IL-10
T4091	Protein	454402	454406	IL-2
T4092	Protein	454446	454451	IL-10
T4093	Protein	454636	454639	CD4
T4094	Protein	454707	454712	IL-10
T4095	Protein	454803	454816	interleukin-1
T4096	Protein	454864	454895	type I interleukin-1 receptor (
T4097	Protein	455442	455463	type II interleukin-1
T4098	Protein	455654	455665	type I IL-1
T4099	Protein	455727	455731	type
T4100	Protein	455786	455799	interleukin-1
T4101	Protein	456310	456315	Stat1
T4102	Protein	456321	456326	Stat1
T4103	Protein	456367	456400	intercellular adhesion molecule-1
T4104	Protein	456402	456408	ICAM-1
T4105	Protein	456411	456434	IFN regulatory factor-1
T4106	Protein	456436	456441	IRF-1
T4107	Protein	456448	456453	Stat1
T4108	Protein	456667	456672	Stat1
T4109	Protein	456862	456867	Stat1
T4110	Protein	456920	456926	ICAM-1
T4111	Protein	456928	456933	IRF-1
T4112	Protein	456939	456944	Stat1
T4113	Protein	456959	456965	ICAM-1
T4114	Protein	457048	457057	IFN-gamma
T4115	Protein	457061	457070	IFN-gamma
T4116	Protein	457495	457504	IFN-gamma
T4117	Protein	457650	457655	IL-17
T4118	Protein	457684	457689	IL-15
T4119	Protein	457694	457699	MCP-1
T4120	Protein	457731	457734	CD3
T4121	Protein	457740	457744	CD28
T4122	Protein	457786	457791	IL-17
T4123	Protein	457880	457883	Akt
T4124	Protein	458001	458006	IL-17
T4125	Protein	458179	458184	IL-17
T4126	Protein	458360	458374	erythropoietin
T4127	Protein	458406	458420	Erythropoietin
T4128	Protein	458422	458425	EPO
T4129	Protein	458730	458733	EPO
T4130	Protein	458803	458807	EPOR
T4131	Protein	458809	458813	many
T4132	Protein	458864	458868	EPOR
T4133	Protein	458884	458887	EPO
T4134	Protein	459053	459056	EPO
T4135	Protein	459122	459128	STAT-5
T4136	Protein	459201	459205	EPOR
T4137	Protein	459210	459214	JAK2
T4138	Protein	459263	459267	IL-2
T4139	Protein	459435	459441	STAT-5
T4140	Protein	459466	459469	EPO
T4141	Protein	459671	459674	EPO
T4142	Protein	459806	459811	Stat3
T4143	Protein	459907	459912	Stat5
T4144	Protein	459951	459954	CD3
T4145	Protein	460100	460105	Stat3
T4146	Protein	460115	460120	Stat5
T4147	Protein	460148	460151	CD4
T4148	Protein	460254	460259	Stat3
T4149	Protein	460275	460279	IL-2
T4150	Protein	460281	460284	CD3
T4151	Protein	460312	460317	Stat3
T4152	Protein	460361	460367	ICAM-1
T4153	Protein	460394	460397	CD3
T4154	Protein	460421	460426	Stat3
T4155	Protein	460499	460502	IL-
T4156	Protein	460512	460517	Stat3
T4157	Protein	460572	460575	CD3
T4158	Protein	460670	460675	Stat3
T4159	Protein	460685	460688	CD4
T4160	Protein	460746	460749	IL-
T4161	Protein	460758	460763	Stat3
T4162	Protein	460908	460913	CD62E
T4163	Protein	460915	460920	CD11b
T4164	Protein	460921	460925	CD18
T4165	Protein	460930	460935	CD106
T4166	Protein	460996	461010	5-lipoxygenase
T4167	Protein	461246	461279	intercellular adhesion molecule-1
T4168	Protein	461281	461287	ICAM-1
T4169	Protein	461289	461293	CD54
T4170	Protein	461302	461307	CD11b
T4171	Protein	461308	461312	CD18
T4172	Protein	461363	461365	IL
T4173	Protein	461635	461638	p50
T4174	Protein	461725	461730	CD11b
T4175	Protein	461731	461735	CD18
T4176	Protein	461765	461796	endothelial adhesion molecule-1
T4177	Protein	461798	461802	CD62
T4178	Protein	461809	461837	vascular adhesion molecule-1
T4179	Protein	461839	461844	CD106
T4180	Protein	461978	461983	CD11a
T4181	Protein	461984	461988	CD18
T4182	Protein	461994	461998	CD54
T4183	Protein	462092	462096	IL-8
T4184	Protein	462117	462122	CD11b
T4185	Protein	462123	462127	CD18
T4186	Protein	462164	462169	CD11b
T4187	Protein	462170	462174	CD18
T4188	Protein	462211	462215	IL-8
T4189	Protein	462699	462710	interleukin
T4190	Protein	462799	462805	GM-CSF
T4191	Protein	463037	463043	GM-CSF
T4192	Protein	464191	464195	B4-2
T4193	Protein	464709	464712	B4-
T4194	Protein	464786	464790	TAL1
T4195	Protein	465020	465024	TAL1
T4196	Protein	465040	465044	TAL1
T4197	Protein	465101	465105	TAL1
T4198	Protein	465184	465188	TAL1
T4199	Protein	465252	465256	TAL1
T4200	Protein	465321	465325	TAL1
T4201	Protein	465437	465441	TAL1
T4202	Protein	465525	465529	TAL1
T4203	Protein	465578	465582	TAL1
T4204	Protein	465647	465651	TAL1
T4205	Protein	465722	465726	TAL1
T4206	Protein	465800	465804	TAL1
T4207	Protein	465821	465825	TAL1
T4208	Protein	465939	465943	TAL1
T4209	Protein	466138	466142	TAL1
T4210	Protein	466187	466191	TAL1
T4211	Protein	466222	466224	DR
T4212	Protein	466772	466776	nm23
T4213	Protein	467136	467138	nm
T4214	Protein	467138	467140	23
T4215	Protein	467151	467153	DR
T4216	Protein	467254	467258	CD34
T4217	Protein	467480	467517	granulocyte colony-stimulating factor
T4218	Protein	467596	467598	DR
T4219	Protein	467971	467981	inhibitory
T4220	Protein	468007	468012	MAD-3
T4221	Protein	468276	468303	tumor necrosis factor alpha
T4222	Protein	468368	468383	I kappa B-alpha
T4223	Protein	468463	468478	I kappa B-alpha
T4224	Protein	468645	468648	p65
T4225	Protein	468656	468661	c-Rel
T4226	Protein	468706	468721	I kappa B-alpha
T4227	Protein	468911	468926	I kappa B-alpha
T4228	Protein	469019	469034	I kappa B-alpha
T4229	Protein	469116	469121	IL-10
T4230	Protein	469162	469166	tyk2
T4231	Protein	469171	469175	Jak1
T4232	Protein	469209	469220	STAT1 alpha
T4233	Protein	469225	469230	STAT3
T4234	Protein	469275	469280	IL-10
T4235	Protein	469472	469477	IL-10
T4236	Protein	469573	469584	STAT1 alpha
T4237	Protein	469589	469594	STAT3
T4238	Protein	469751	469756	IL-10
T4239	Protein	469876	469881	IL-10
T4240	Protein	469980	469984	tyk2
T4241	Protein	469989	469993	Jak1
T4242	Protein	470003	470007	Jak2
T4243	Protein	470011	470015	Jak3
T4244	Protein	470066	470071	IL-10
T4245	Protein	470166	470170	STAT
T4246	Protein	470242	470246	HSF1
T4247	Protein	470251	470255	HSF3
T4248	Protein	470415	470419	HSF3
T4249	Protein	470453	470457	HSF1
T4250	Protein	470462	470466	HSF2
T4251	Protein	470554	470558	HSF3
T4252	Protein	470594	470598	HSF1
T4253	Protein	470603	470607	HSF2
T4254	Protein	470659	470663	HSF3
T4255	Protein	470888	470892	HSF3
T4256	Protein	471051	471055	HSF1
T4257	Protein	471133	471137	HSF3
T4258	Protein	471192	471196	HSF1
T4259	Protein	471212	471216	HSF1
T4260	Protein	471259	471263	HSF3
T4261	Protein	471409	471413	HSF3
T4262	Protein	471542	471546	GAL4
T4263	Protein	471547	471551	HSF3
T4264	Protein	471565	471569	GAL4
T4265	Protein	471616	471620	HSF3
T4266	Protein	471776	471799	glucocorticoid receptor
T4267	Protein	471896	471919	glucocorticoid receptor
T4268	Protein	471921	471923	GR
T4269	Protein	471985	471987	GR
T4270	Protein	472857	472860	CVZ
T4271	Protein	473129	473131	GR
T4272	Protein	473314	473316	GR
T4273	Protein	473956	473973	androgen receptor
T4274	Protein	473980	473986	HUMARA
T4275	Protein	474457	474467	Eosinophil
T4276	Protein	475329	475332	Tax
T4277	Protein	475367	475372	STAT1
T4278	Protein	475377	475382	STAT5
T4279	Protein	475447	475450	Tax
T4280	Protein	475496	475514	interleukin (IL)-2
T4281	Protein	475795	475800	STAT1
T4282	Protein	475802	475807	STAT3
T4283	Protein	475812	475817	STAT5
T4284	Protein	475882	475887	STAT1
T4285	Protein	475892	475897	STAT5
T4286	Protein	475936	475939	Tax
T4287	Protein	475941	475945	IL-2
T4288	Protein	475982	475987	STAT3
T4289	Protein	475992	475997	STAT5
T4290	Protein	476124	476129	STAT3
T4291	Protein	476134	476139	STAT5
T4292	Protein	476159	476164	STAT1
T4293	Protein	476166	476171	STAT3
T4294	Protein	476176	476181	STAT5
T4295	Protein	476320	476325	STAT1
T4296	Protein	476330	476335	STAT5
T4297	Protein	476339	476342	Tax
T4298	Protein	476445	476449	IL-2
T4299	Protein	476699	476702	LDL
T4300	Protein	476868	476898	monocyte chemotactic protein-1
T4301	Protein	476912	476937	colony-stimulating factor
T4302	Protein	477118	477123	M-CSF
T4303	Protein	478042	478056	interleukin-10
T4304	Protein	478382	478396	interleukin 10
T4305	Protein	478398	478403	IL-10
T4306	Protein	478541	478546	IL-10
T4307	Protein	478585	478612	tumor necrosis factor alpha
T4308	Protein	478614	478623	TNF-alpha
T4309	Protein	478825	478830	IL-10
T4310	Protein	478841	478850	TNF-alpha
T4311	Protein	478899	478904	IL-10
T4312	Protein	478937	478945	IL-1beta
T4313	Protein	478989	478998	TNF-alpha
T4314	Protein	479038	479043	IL-10
T4315	Protein	479123	479132	IL-1 beta
T4316	Protein	479185	479190	IL-10
T4317	Protein	479241	479246	IL-10
T4318	Protein	479357	479362	IL-10
T4319	Protein	479410	479415	IL-10
T4320	Protein	479505	479510	IL-10
T4321	Protein	479667	479672	IL-10
T4322	Protein	479765	479774	TNF-alpha
T4323	Protein	479832	479840	IL-1beta
T4324	Protein	480030	480035	Stat1
T4325	Protein	480412	480417	Janus
T4326	Protein	480426	480430	Jak1
T4327	Protein	480435	480439	Jak2
T4328	Protein	480505	480510	Stat1
T4329	Protein	480697	480701	Jak1
T4330	Protein	480706	480710	Jak2
T4331	Protein	480734	480739	Stat1
T4332	Protein	481158	481162	Jak1
T4333	Protein	481164	481168	Jak2
T4334	Protein	481174	481179	Stat1
T4335	Protein	481409	481413	Jak1
T4336	Protein	481415	481419	Jak2
T4337	Protein	481425	481430	Stat1
T4338	Protein	481509	481525	gamma interferon
T4339	Protein	481604	481608	Jak1
T4340	Protein	481610	481614	Jak2
T4341	Protein	481620	481625	Stat1
T4342	Protein	481973	481978	gamma
T4343	Protein	482053	482056	Jak
T4344	Protein	482057	482062	Stat1
T4345	Protein	482256	482261	IL-17
T4346	Protein	482263	482268	IL-17
T4347	Protein	482470	482475	IL-17
